,Price,Adj Close,Close,High,Low,Open,Volume
845,2021-05-12,231.55,239.0,244.38,238.07,242.17,36684400
846,2021-05-13,235.46,243.03,245.6,241.42,241.8,29624300
847,2021-05-14,240.42,248.15,249.18,245.49,245.58,23901100
848,2021-05-17,237.54,245.18,246.59,243.52,246.55,24970200
849,2021-05-18,235.51,243.08,246.41,242.9,246.27,20168000
850,2021-05-19,236.09,243.12,243.23,238.6,239.31,25739800
851,2021-05-20,239.35,246.48,247.95,243.86,243.96,21800700
852,2021-05-21,238.08,245.17,248.33,244.74,247.57,21863100
853,2021-05-24,243.53,250.78,251.16,247.51,247.79,21411500
854,2021-05-25,244.44,251.72,252.75,250.82,251.77,17704300
855,2021-05-26,244.22,251.49,252.94,250.75,251.43,17771600
856,2021-05-27,242.1,249.31,251.48,249.25,251.17,24426200
857,2021-05-28,242.46,249.68,252.08,249.56,251.0,18270200
858,2021-06-01,240.25,247.4,251.29,246.96,251.23,23213300
859,2021-06-02,240.15,247.3,249.27,245.84,248.13,19406700
860,2021-06-03,238.6,245.71,246.34,243.0,245.22,25307700
861,2021-06-04,243.54,250.79,251.65,247.51,247.76,25281100
862,2021-06-07,246.47,253.81,254.09,249.81,249.98,23079200
863,2021-06-08,245.27,252.57,256.01,252.51,255.16,22455000
864,2021-06-09,246.26,253.59,255.53,253.21,253.81,17937600
865,2021-06-10,249.8,257.24,257.46,253.67,254.29,24563600
866,2021-06-11,250.43,257.89,258.49,256.61,257.99,18999700
867,2021-06-14,252.37,259.89,259.95,256.8,257.9,19150500
868,2021-06-15,250.89,258.36,259.99,257.68,259.77,18038900
869,2021-06-16,249.94,257.38,260.58,254.42,259.4,27220000
870,2021-06-17,253.36,260.9,261.75,256.01,256.07,27565500
871,2021-06-18,251.93,259.43,262.3,258.75,259.63,37202200
872,2021-06-21,255.04,262.63,263.52,257.92,259.82,26696100
873,2021-06-22,257.83,265.51,265.79,262.4,262.72,24694100
874,2021-06-23,257.6,265.27,266.83,264.43,265.99,19518700
875,2021-06-24,258.98,266.69,267.85,265.47,266.16,21446900
876,2021-06-25,257.36,265.02,267.25,264.76,266.23,25611100
877,2021-06-28,260.95,268.72,268.9,265.91,266.19,19590000
878,2021-06-29,263.55,271.4,271.65,267.98,268.87,19937800
879,2021-06-30,263.07,270.9,271.36,269.6,270.69,21656500
880,2021-07-01,263.75,271.6,271.84,269.6,269.61,16725300
881,2021-07-02,269.62,277.65,278.0,272.5,272.82,26458000
882,2021-07-06,269.63,277.66,279.37,274.3,278.03,31565600
883,2021-07-07,271.83,279.93,280.69,277.15,279.4,23260000
884,2021-07-08,269.4,277.42,278.73,274.87,276.9,24618600
885,2021-07-09,269.9,277.94,278.05,275.32,275.72,23916700
886,2021-07-12,269.3,277.32,279.77,276.58,279.16,18931700
887,2021-07-13,272.85,280.98,282.85,277.39,277.52,26120100
888,2021-07-14,274.34,282.51,283.66,280.55,282.35,23113700
889,2021-07-15,272.9,281.03,282.51,279.83,282.0,22604200
890,2021-07-16,272.63,280.75,284.1,279.46,282.07,26186800
891,2021-07-19,269.0,277.01,280.37,274.45,278.93,32935600
892,2021-07-20,271.24,279.32,280.97,276.26,278.03,26259700
893,2021-07-21,273.26,281.4,281.52,277.29,278.9,24364300
894,2021-07-22,277.87,286.14,286.42,283.42,283.84,23384100
895,2021-07-23,281.29,289.67,289.99,286.5,287.37,22768100
896,2021-07-26,280.69,289.05,289.69,286.64,289.0,23176100
897,2021-07-27,278.25,286.54,289.58,282.95,289.43,33604100
898,2021-07-28,277.94,286.22,290.15,283.83,288.99,33566900
899,2021-07-29,278.21,286.5,288.62,286.08,286.24,18168300
900,2021-07-30,276.67,284.91,286.66,283.91,285.17,20944800
901,2021-08-02,276.58,284.82,286.77,283.74,286.36,16267400
902,2021-08-03,278.82,287.12,287.23,284.0,285.42,17879000
903,2021-08-04,278.22,286.51,287.59,284.65,286.22,16191300
904,2021-08-05,281.15,289.52,289.63,286.1,286.88,13900200
905,2021-08-06,281.09,289.46,289.5,287.62,288.51,16589300
906,2021-08-09,279.99,288.33,291.55,287.81,289.75,16117600
907,2021-08-10,278.16,286.44,289.25,285.2,288.8,18616600
908,2021-08-11,278.65,286.95,288.66,285.86,287.21,13955900
909,2021-08-12,281.43,289.81,289.97,286.34,286.63,14561300
910,2021-08-13,284.38,292.85,292.9,289.3,289.48,18249000
911,2021-08-16,286.08,294.6,294.82,290.02,293.19,22507600
912,2021-08-17,284.6,293.08,293.43,291.08,292.39,20075300
913,2021-08-18,282.86,290.73,294.82,290.27,292.04,21813000
914,2021-08-19,288.74,296.77,297.47,288.64,288.69,29850500
915,2021-08-20,296.12,304.36,305.84,298.06,299.72,40817600
916,2021-08-23,296.41,304.65,305.4,301.85,303.25,22830200
917,2021-08-24,294.43,302.62,305.65,302.0,305.02,18175800
918,2021-08-25,293.84,302.01,304.59,300.42,304.3,20006100
919,2021-08-26,291.0,299.09,302.43,298.95,300.99,17666100
920,2021-08-27,291.61,299.72,300.87,296.83,298.99,22605700
921,2021-08-30,295.38,303.59,304.22,301.06,301.12,16348100
922,2021-08-31,293.71,301.88,304.5,301.5,304.42,26285300
923,2021-09-01,293.66,301.83,305.19,301.49,302.87,18983800
924,2021-09-02,293.0,301.15,303.36,300.18,302.2,16285600
925,2021-09-03,292.99,301.14,302.6,300.26,300.99,14747900
926,2021-09-07,292.06,300.18,301.09,298.2,301.01,17180400
927,2021-09-08,292.09,300.21,300.61,297.47,299.78,15046800
928,2021-09-09,289.21,297.25,302.14,297.0,300.82,19927000
929,2021-09-10,287.71,295.71,299.92,295.38,298.42,19633400
930,2021-09-13,288.95,296.99,298.54,294.08,297.55,23652900
931,2021-09-14,291.68,299.79,301.39,298.1,299.56,21853400
932,2021-09-15,296.57,304.82,305.32,301.82,303.26,28356300
933,2021-09-16,296.96,305.22,305.31,300.76,303.76,19550800
934,2021-09-17,291.76,299.87,304.5,299.53,304.17,41372500
935,2021-09-20,286.34,294.3,298.72,289.52,296.33,38278700
936,2021-09-21,286.82,294.8,297.54,294.07,295.69,22364100
937,2021-09-22,290.5,298.58,300.22,294.51,296.73,26626300
938,2021-09-23,291.45,299.56,300.9,297.53,298.85,18604600
939,2021-09-24,291.25,299.35,299.8,296.93,298.23,14999000
940,2021-09-27,286.21,294.17,296.47,292.94,296.14,23571700
941,2021-09-28,275.85,283.52,290.78,282.75,289.8,43186200
942,2021-09-29,276.32,284.0,286.77,283.01,285.1,26353700
943,2021-09-30,274.29,281.92,287.83,281.62,285.71,32343600
944,2021-10-01,281.28,289.1,289.98,281.29,282.12,30086300
945,2021-10-04,275.45,283.11,287.75,280.25,287.4,31350700
946,2021-10-05,280.95,288.76,290.4,284.05,284.05,24993000
947,2021-10-06,285.18,293.11,293.63,285.51,285.78,28002600
948,2021-10-07,286.87,294.85,296.64,293.92,295.18,20430500
949,2021-10-08,286.87,294.85,296.64,293.76,296.22,17685700
950,2021-10-11,286.27,294.23,297.97,292.75,292.92,19298600
951,2021-10-12,284.95,292.88,295.44,292.35,295.34,17974100
952,2021-10-13,288.29,296.31,297.28,293.49,294.91,23416300
953,2021-10-14,294.56,302.75,303.27,297.83,299.21,27262900
954,2021-10-15,295.98,304.21,304.45,300.52,302.34,25384800
955,2021-10-18,298.97,307.29,308.21,302.69,303.57,22729300
956,2021-10-19,299.89,308.23,309.3,307.22,308.35,17682100
957,2021-10-20,299.09,307.41,309.7,306.11,309.21,16537100
958,2021-10-21,302.35,310.76,311.02,306.36,307.17,16918100
959,2021-10-22,300.79,309.16,311.09,307.8,310.4,17449300
960,2021-10-25,299.79,308.13,309.4,306.46,309.36,17554500
961,2021-10-26,301.72,310.11,312.4,308.6,311.0,28107300
962,2021-10-27,314.43,323.17,326.1,316.0,316.0,52588700
963,2021-10-28,315.57,324.35,324.87,321.36,324.33,26297900
964,2021-10-29,322.65,331.62,332.0,323.9,324.13,34766000
965,2021-11-01,320.46,329.37,331.49,326.37,331.36,27073200
966,2021-11-02,324.12,333.13,333.45,330.0,330.31,26487100
967,2021-11-03,324.96,334.0,334.9,330.65,333.9,21500100
968,2021-11-04,327.34,336.44,336.54,329.51,332.89,23992200
969,2021-11-05,326.97,336.06,338.79,334.42,338.51,22570100
970,2021-11-08,327.87,336.99,337.65,334.44,337.3,20897000
971,2021-11-09,326.86,335.95,338.72,334.53,337.11,21307400
972,2021-11-10,321.85,330.8,334.63,329.92,334.57,25500900
973,2021-11-11,323.43,332.43,333.77,330.51,331.25,16849800
974,2021-11-12,327.61,336.72,337.23,333.79,333.92,23831000
975,2021-11-15,326.98,336.07,337.88,334.03,337.54,16723000
976,2021-11-16,330.32,339.51,340.67,335.51,335.68,20886800
977,2021-11-17,330.55,339.12,342.19,338.0,338.94,19053400
978,2021-11-18,332.64,341.27,342.45,337.12,338.18,22463500
979,2021-11-19,334.44,343.11,345.1,342.2,342.64,21963400
980,2021-11-22,331.24,339.83,349.67,339.55,344.62,31031100
981,2021-11-23,329.14,337.68,339.45,333.56,337.05,30427600
982,2021-11-24,329.37,337.91,338.16,333.91,336.28,21661300
983,2021-11-26,321.35,329.68,337.93,328.12,334.35,24217200
984,2021-11-29,328.12,336.63,339.03,334.74,334.94,28563500
985,2021-11-30,322.23,330.59,337.78,328.99,335.32,42885600
986,2021-12-01,321.74,330.08,339.28,329.39,335.13,33337600
987,2021-12-02,321.16,329.49,333.49,327.8,330.3,30766000
988,2021-12-03,314.84,323.01,332.7,318.03,331.99,41779300
989,2021-12-06,317.94,326.19,327.45,319.23,323.95,30032600
990,2021-12-07,326.45,334.92,335.8,330.1,331.64,31021900
991,2021-12-08,326.5,334.97,335.5,330.8,335.31,24761000
992,2021-12-09,324.68,333.1,336.49,332.12,334.41,22214200
993,2021-12-10,333.88,342.54,343.0,334.79,334.98,38095700
994,2021-12-13,330.82,339.4,343.79,339.08,340.68,28899400
995,2021-12-14,320.04,328.34,334.64,324.11,333.22,44438700
996,2021-12-15,326.19,334.65,335.19,324.5,328.61,35381100
997,2021-12-16,316.69,324.9,336.76,323.02,335.71,35034800
998,2021-12-17,315.61,323.8,324.92,317.25,320.88,47750300
999,2021-12-20,311.82,319.91,322.8,317.57,320.05,28326500
1000,2021-12-21,319.02,327.29,327.73,319.8,323.29,24740600
1001,2021-12-22,324.78,333.2,333.61,325.75,328.3,24831500
1002,2021-12-23,326.23,334.69,336.39,332.73,332.75,19617800
1003,2021-12-27,333.79,342.45,342.48,335.43,335.46,19947000
1004,2021-12-28,332.62,341.25,343.81,340.32,343.15,15661500
1005,2021-12-29,333.31,341.95,344.3,339.68,341.3,15042000
1006,2021-12-30,330.74,339.32,343.13,338.82,341.91,15994500
1007,2021-12-31,327.82,336.32,339.36,335.85,338.51,18000800
